Latitude (decimal degrees):	45.752
Longitude (decimal degrees):	4.949
Elevation (m):	195
Radiation database:	PVGIS-SARAH2


Slope: 37 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200510:2210,0.0,0.0,0.0,15.14,1.66,0.0
20200510:2310,0.0,0.0,0.0,14.88,1.38,0.0
20200511:0010,0.0,0.0,0.0,14.62,1.03,0.0
20200511:0110,0.0,0.0,0.0,14.39,1.1,0.0
20200511:0210,0.0,0.0,0.0,14.3,1.52,0.0
20200511:0310,0.0,0.0,0.0,14.14,1.86,0.0
20200511:0410,0.0,0.0,0.0,13.96,2.0,0.0
20200511:0510,11.47,25.76,8.33,13.83,1.86,0.0
20200511:0610,89.13,124.23,18.56,13.92,1.66,0.0
20200511:0710,107.28,144.04,29.01,14.59,2.07,0.0
20200511:0810,301.86,372.66,39.31,15.63,3.03,0.0
20200511:0910,570.87,704.05,48.93,16.31,3.31,0.0
20200511:1010,762.78,965.19,56.92,16.8,3.03,0.0
20200511:1110,784.95,997.17,61.62,17.61,3.45,0.0
20200511:1210,629.49,790.26,61.25,18.19,3.38,0.0
20200511:1310,694.38,872.01,55.99,18.08,3.59,0.0
20200511:1410,605.32,750.91,47.7,17.69,3.52,0.0
20200511:1510,371.64,460.31,37.95,17.17,3.03,0.0
20200511:1610,71.6,102.72,27.6,16.2,1.03,0.0
20200511:1710,49.81,75.2,17.16,13.57,3.52,0.0
20200511:1810,0.14,6.01,6.99,10.52,4.28,0.0
20200511:1910,0.0,0.0,0.0,7.53,4.97,0.0
20200511:2010,0.0,0.0,0.0,6.64,4.41,0.0
20200511:2110,0.0,0.0,0.0,6.55,4.34,0.0
20200511:2210,0.0,0.0,0.0,6.48,4.07,0.0
20200511:2310,0.0,0.0,0.0,6.41,4.21,0.0
20200512:0010,0.0,0.0,0.0,6.4,3.93,0.0
20200512:0110,0.0,0.0,0.0,6.27,3.59,0.0
20200512:0210,0.0,0.0,0.0,6.27,3.52,0.0
20200512:0310,0.0,0.0,0.0,6.24,3.31,0.0
20200512:0410,0.0,0.0,0.0,6.2,3.03,0.0
20200512:0510,5.08,15.46,8.52,6.12,2.9,0.0
20200512:0610,51.63,75.2,18.74,6.22,2.97,0.0
20200512:0710,128.69,163.47,29.18,6.82,2.69,0.0
20200512:0810,200.02,244.22,39.49,7.34,2.55,0.0
20200512:0910,156.45,196.26,49.13,8.46,2.21,0.0
20200512:1010,121.76,157.74,57.14,9.76,2.0,0.0
20200512:1110,279.29,341.15,61.87,10.61,1.79,0.0
20200512:1210,122.17,159.58,61.5,11.54,1.59,0.0
20200512:1310,212.97,266.51,56.21,12.68,1.45,0.0
20200512:1410,184.53,233.37,47.89,13.07,1.59,0.0
20200512:1510,221.68,277.33,38.12,13.22,1.31,0.0
20200512:1610,201.97,257.97,27.77,13.59,1.31,0.0
20200512:1710,77.99,110.94,17.33,13.57,1.31,0.0
20200512:1810,3.86,13.74,7.17,13.44,1.03,0.0
20200512:1910,0.0,0.0,0.0,11.55,1.1,0.0
20200512:2010,0.0,0.0,0.0,11.09,0.76,0.0
20200512:2110,0.0,0.0,0.0,10.72,0.69,0.0
20200512:2210,0.0,0.0,0.0,10.38,0.76,0.0
20200512:2310,0.0,0.0,0.0,9.9,0.9,0.0
20200513:0010,0.0,0.0,0.0,9.91,0.83,0.0
20200513:0110,0.0,0.0,0.0,10.19,0.69,0.0
20200513:0210,0.0,0.0,0.0,10.23,0.07,0.0
20200513:0310,0.0,0.0,0.0,9.88,0.55,0.0
20200513:0410,0.0,0.0,0.0,9.26,0.76,0.0
20200513:0510,4.99,15.46,8.7,8.78,0.83,0.0
20200513:0610,23.22,41.27,18.91,9.46,0.62,0.0
20200513:0710,163.27,206.47,29.35,9.65,0.69,0.0
20200513:0810,205.61,255.1,39.67,10.19,1.1,0.0
20200513:0910,95.24,128.4,49.32,11.42,1.1,0.0
20200513:1010,84.52,116.47,57.37,12.82,1.45,0.0
20200513:1110,73.38,103.63,62.11,13.77,2.14,0.0
20200513:1210,126.73,166.0,61.74,13.75,2.69,0.0
20200513:1310,135.07,176.08,56.42,14.22,2.62,0.0
20200513:1410,60.83,88.96,48.08,14.64,2.34,0.0
20200513:1510,38.45,61.45,38.29,14.23,2.76,0.0
20200513:1610,101.44,136.55,27.93,13.72,2.69,0.0
20200513:1710,27.77,47.69,17.5,13.01,2.83,0.0
20200513:1810,0.13,6.01,7.35,12.48,2.97,0.0
20200513:1910,0.0,0.0,0.0,11.89,1.03,0.0
20200513:2010,0.0,0.0,0.0,11.75,0.34,0.0
20200513:2110,0.0,0.0,0.0,10.92,0.83,0.0
20200513:2210,0.0,0.0,0.0,10.28,1.24,0.0
20200513:2310,0.0,0.0,0.0,9.89,1.31,0.0
20200514:0010,0.0,0.0,0.0,10.12,1.66,0.0
20200514:0110,0.0,0.0,0.0,9.99,1.86,0.0
20200514:0210,0.0,0.0,0.0,9.58,1.86,0.0
20200514:0310,0.0,0.0,0.0,9.21,2.0,0.0
20200514:0410,0.0,0.0,0.0,8.89,2.0,0.0
20200514:0510,23.92,42.07,8.87,8.95,1.86,0.0
20200514:0610,28.28,47.69,19.08,9.51,2.97,0.0
20200514:0710,80.95,110.97,29.52,10.53,2.97,0.0
20200514:0810,75.14,104.55,39.84,11.42,3.24,0.0
20200514:0910,103.71,138.48,49.51,12.69,3.03,0.0
20200514:1010,110.27,146.74,57.58,13.63,2.76,0.0
20200514:1110,197.85,249.45,62.35,14.35,2.76,0.0
20200514:1210,138.55,180.67,61.98,15.18,3.17,0.0
20200514:1310,117.59,156.83,56.63,16.39,3.79,0.0
20200514:1410,116.74,155.91,48.26,16.55,3.93,0.0
20200514:1510,78.94,110.97,38.46,16.0,4.14,0.0
20200514:1610,24.63,44.02,28.1,15.54,4.14,0.0
20200514:1710,10.11,23.84,17.67,15.02,3.72,0.0
20200514:1810,10.28,24.04,7.52,14.41,3.72,0.0
20200514:1910,0.0,0.0,0.0,12.97,3.66,0.0
20200514:2010,0.0,0.0,0.0,12.21,3.38,0.0
20200514:2110,0.0,0.0,0.0,11.39,3.03,0.0
20200514:2210,0.0,0.0,0.0,10.65,2.76,0.0
20200514:2310,0.0,0.0,0.0,10.33,2.48,0.0
20200515:0010,0.0,0.0,0.0,10.14,2.41,0.0
20200515:0110,0.0,0.0,0.0,9.9,2.55,0.0
20200515:0210,0.0,0.0,0.0,9.74,2.62,0.0
20200515:0310,0.0,0.0,0.0,9.42,2.55,0.0
20200515:0410,0.0,0.0,0.0,9.4,2.62,0.0
20200515:0510,27.91,47.23,9.04,9.45,2.69,0.0
20200515:0610,34.07,55.03,19.24,9.95,2.76,0.0
20200515:0710,113.16,148.61,29.68,11.47,3.38,0.0
20200515:0810,121.44,158.66,40.01,12.48,3.86,0.0
20200515:0910,138.7,178.84,49.69,12.85,3.79,0.0
20200515:1010,241.01,297.73,57.79,13.41,3.86,0.0
20200515:1110,455.74,552.77,62.59,13.76,4.0,0.0
20200515:1210,408.63,497.09,62.21,14.03,3.79,0.0
20200515:1310,173.01,220.11,56.83,14.6,3.72,0.0
20200515:1410,121.04,159.58,48.44,14.43,3.66,0.0
20200515:1510,208.74,261.45,38.63,14.4,3.45,0.0
20200515:1610,144.54,187.57,28.26,14.33,3.1,0.0
20200515:1710,74.43,106.15,17.83,14.22,3.24,0.0
20200515:1810,15.68,31.77,7.69,14.08,3.1,0.0
20200515:1910,0.0,0.0,0.0,13.61,2.55,0.0
20200515:2010,0.0,0.0,0.0,13.43,2.55,0.0
20200515:2110,0.0,0.0,0.0,13.1,2.76,0.0
20200515:2210,0.0,0.0,0.0,12.45,2.69,0.0
20200515:2310,0.0,0.0,0.0,11.45,2.28,0.0
20200516:0010,0.0,0.0,0.0,10.56,2.28,0.0
20200516:0110,0.0,0.0,0.0,9.91,2.14,0.0
20200516:0210,0.0,0.0,0.0,9.18,2.0,0.0
20200516:0310,0.0,0.0,0.0,8.45,2.0,0.0
20200516:0410,0.0,0.0,0.0,7.97,2.07,0.0
20200516:0510,29.47,48.94,9.21,8.0,1.86,0.0
20200516:0610,136.15,200.35,19.4,10.11,2.0,0.0
20200516:0710,346.91,429.74,29.84,12.17,2.62,0.0
20200516:0810,542.36,659.15,40.17,12.99,2.69,0.0
20200516:0910,684.47,849.93,49.87,14.68,2.62,0.0
20200516:1010,747.68,943.56,57.99,16.08,2.83,0.0
20200516:1110,650.1,817.9,62.82,17.77,3.17,0.0
20200516:1210,735.98,940.65,62.44,18.82,3.03,0.0
20200516:1310,546.57,686.99,57.04,19.33,3.03,0.0
20200516:1410,553.92,691.98,48.62,19.4,3.45,0.0
20200516:1510,432.84,538.72,38.79,19.44,3.86,0.0
20200516:1610,274.54,359.9,28.42,19.05,3.72,0.0
20200516:1710,95.31,143.79,17.99,18.4,3.31,0.0
20200516:1810,1.95,10.3,7.86,17.31,3.03,0.0
20200516:1910,0.0,0.0,0.0,16.27,3.45,0.0
20200516:2010,0.0,0.0,0.0,15.54,3.52,0.0
20200516:2110,0.0,0.0,0.0,15.09,3.59,0.0
20200516:2210,0.0,0.0,0.0,14.31,3.86,0.0
20200516:2310,0.0,0.0,0.0,13.67,4.07,0.0
20200517:0010,0.0,0.0,0.0,12.96,4.0,0.0
20200517:0110,0.0,0.0,0.0,12.25,3.93,0.0
20200517:0210,0.0,0.0,0.0,11.63,3.86,0.0
20200517:0310,0.0,0.0,0.0,11.08,3.72,0.0
20200517:0410,0.0,0.0,0.0,10.52,3.59,0.0
20200517:0510,25.12,43.79,9.37,10.27,3.52,0.0
20200517:0610,140.27,209.32,19.55,11.08,3.17,0.0
20200517:0710,361.65,445.13,29.99,12.79,4.55,0.0
20200517:0810,554.57,669.45,40.32,14.32,4.62,0.0
20200517:0910,710.87,870.32,50.04,15.85,4.9,0.0
20200517:1010,821.07,1021.82,58.19,17.23,5.24,0.0
20200517:1110,859.85,1082.24,63.04,18.22,5.24,0.0
20200517:1210,863.81,1091.63,62.66,18.95,5.17,0.0
20200517:1310,794.2,997.71,57.23,19.51,5.1,0.0
20200517:1410,662.2,822.12,48.79,19.65,5.03,0.0
20200517:1510,496.96,614.79,38.95,19.46,5.03,0.0
20200517:1610,288.25,377.0,28.58,19.14,5.03,0.0
20200517:1710,79.03,146.16,18.15,18.48,4.48,0.0
20200517:1810,20.36,38.64,8.03,17.51,4.0,0.0
20200517:1910,0.0,0.0,0.0,16.45,4.14,0.0
20200517:2010,0.0,0.0,0.0,15.46,3.93,0.0
20200517:2110,0.0,0.0,0.0,14.63,3.79,0.0
20200517:2210,0.0,0.0,0.0,13.89,3.72,0.0
20200517:2310,0.0,0.0,0.0,13.2,3.66,0.0
20200518:0010,0.0,0.0,0.0,12.54,3.38,0.0
20200518:0110,0.0,0.0,0.0,11.85,3.1,0.0
20200518:0210,0.0,0.0,0.0,11.2,2.76,0.0
20200518:0310,0.0,0.0,0.0,10.51,2.41,0.0
20200518:0410,0.0,0.0,0.0,9.83,2.34,0.0
20200518:0510,27.88,47.23,9.52,9.58,2.07,0.0
20200518:0610,137.41,206.37,19.69,11.53,1.93,0.0
20200518:0710,350.32,436.24,30.13,13.97,3.24,0.0
20200518:0810,539.42,659.97,40.47,15.49,3.38,0.0
20200518:0910,685.3,853.6,50.2,17.08,3.45,0.0
20200518:1010,782.86,993.24,58.38,18.6,3.72,0.0
20200518:1110,824.89,1057.93,63.26,19.93,4.0,0.0
20200518:1210,827.89,1063.26,62.88,20.91,4.28,0.0
20200518:1310,770.64,979.85,57.43,21.45,4.62,0.0
20200518:1410,633.97,795.04,48.96,21.7,4.83,0.0
20200518:1510,474.99,594.8,39.11,21.59,4.62,0.0
20200518:1610,277.26,366.84,28.73,21.34,4.28,0.0
20200518:1710,79.04,145.33,18.31,20.71,3.79,0.0
20200518:1810,19.51,37.78,8.19,19.54,3.72,0.0
20200518:1910,0.0,0.0,0.0,18.67,4.07,0.0
20200518:2010,0.0,0.0,0.0,17.69,4.21,0.0
20200518:2110,0.0,0.0,0.0,16.95,4.28,0.0
20200518:2210,0.0,0.0,0.0,16.17,4.34,0.0
20200518:2310,0.0,0.0,0.0,15.42,4.21,0.0
20200519:0010,0.0,0.0,0.0,14.75,3.93,0.0
20200519:0110,0.0,0.0,0.0,14.16,3.66,0.0
20200519:0210,0.0,0.0,0.0,13.63,3.59,0.0
20200519:0310,0.0,0.0,0.0,13.23,3.66,0.0
20200519:0410,0.0,0.0,0.0,12.9,3.59,0.0
20200519:0510,27.44,47.23,9.67,12.84,3.45,0.0
20200519:0610,135.81,205.83,19.83,13.88,3.31,0.0
20200519:0710,345.9,432.83,30.27,16.26,4.62,0.0
20200519:0810,531.62,650.73,40.62,17.86,4.97,0.0
20200519:0910,678.78,841.3,50.36,19.39,5.24,0.0
20200519:1010,778.15,979.34,58.56,20.79,5.59,0.0
20200519:1110,821.6,1042.79,63.47,21.96,6.0,0.0
20200519:1210,828.67,1053.93,63.09,22.85,6.28,0.0
20200519:1310,768.58,971.88,57.62,23.33,6.34,0.0
20200519:1410,633.57,792.8,49.13,23.47,6.48,0.0
20200519:1510,471.32,590.18,39.27,23.24,6.28,0.0
20200519:1610,274.42,364.08,28.88,22.79,5.72,0.0
20200519:1710,79.1,145.5,18.46,22.18,5.66,0.0
20200519:1810,20.61,39.5,8.36,21.01,5.17,0.0
20200519:1910,0.0,0.0,0.0,19.74,5.38,0.0
20200519:2010,0.0,0.0,0.0,18.74,5.03,0.0
20200519:2110,0.0,0.0,0.0,17.82,4.62,0.0
20200519:2210,0.0,0.0,0.0,17.05,4.34,0.0
20200519:2310,0.0,0.0,0.0,16.35,4.0,0.0
20200520:0010,0.0,0.0,0.0,15.68,3.72,0.0
20200520:0110,0.0,0.0,0.0,15.12,3.59,0.0
20200520:0210,0.0,0.0,0.0,14.56,3.45,0.0
20200520:0310,0.0,0.0,0.0,14.05,3.31,0.0
20200520:0410,0.0,0.0,0.0,13.57,3.17,0.0
20200520:0510,23.39,42.07,9.81,13.46,3.03,0.0
20200520:0610,135.46,208.63,19.97,14.63,2.9,0.0
20200520:0710,349.55,441.39,30.4,17.47,4.0,0.0
20200520:0810,539.45,666.64,40.76,19.21,4.48,0.0
20200520:0910,684.4,857.52,50.52,20.75,4.76,0.0
20200520:1010,783.15,997.15,58.74,22.17,5.1,0.0
20200520:1110,825.54,1061.88,63.68,23.29,5.31,0.0
20200520:1210,823.1,1061.32,63.3,24.17,5.45,0.0
20200520:1310,756.82,969.49,57.8,24.69,5.52,0.0
20200520:1410,630.3,798.88,49.3,24.97,5.59,0.0
20200520:1510,474.13,600.7,39.42,24.91,5.45,0.0
20200520:1610,274.71,368.77,29.03,24.67,5.03,0.0
20200520:1710,79.55,146.83,18.62,24.02,4.41,0.0
20200520:1810,19.8,38.64,8.51,22.75,4.14,0.0
20200520:1910,0.0,0.0,0.0,21.23,4.14,0.0
20200520:2010,0.0,0.0,0.0,20.2,3.93,0.0
20200520:2110,0.0,0.0,0.0,19.31,3.66,0.0
20200520:2210,0.0,0.0,0.0,18.43,3.31,0.0
20200520:2310,0.0,0.0,0.0,17.49,2.9,0.0
20200521:0010,0.0,0.0,0.0,16.45,2.62,0.0
20200521:0110,0.0,0.0,0.0,15.37,2.48,0.0
20200521:0210,0.0,0.0,0.0,14.35,2.34,0.0
20200521:0310,0.0,0.0,0.0,13.35,2.14,0.0
20200521:0410,0.0,0.0,0.0,12.56,2.0,0.0
20200521:0510,24.78,43.79,9.94,12.65,1.72,0.0
20200521:0610,136.02,209.48,20.1,15.48,1.31,0.0
20200521:0710,344.61,441.24,30.53,18.56,2.34,0.0
20200521:0810,524.44,660.86,40.89,20.06,2.55,0.0
20200521:0910,659.97,848.67,50.66,21.55,2.55,0.0
20200521:1010,747.63,982.15,58.91,22.91,2.62,0.0
20200521:1110,779.29,1039.77,63.88,24.01,2.48,0.0
20200521:1210,781.3,1046.59,63.5,25.0,2.55,0.0
20200521:1310,719.64,949.91,57.99,25.78,3.03,0.0
20200521:1410,610.81,791.9,49.46,26.23,3.52,0.0
20200521:1510,463.15,597.05,39.57,26.28,3.66,0.0
20200521:1610,277.21,377.31,29.18,25.94,3.45,0.0
20200521:1710,81.13,149.02,18.77,25.13,2.62,0.0
20200521:1810,19.07,37.78,8.67,23.64,2.34,0.0
20200521:1910,0.0,0.0,0.0,21.92,2.41,0.0
20200521:2010,0.0,0.0,0.0,20.21,2.41,0.0
20200521:2110,0.0,0.0,0.0,18.41,2.14,0.0
20200521:2210,0.0,0.0,0.0,17.04,1.93,0.0
20200521:2310,0.0,0.0,0.0,16.35,1.79,0.0
20200522:0010,0.0,0.0,0.0,15.77,1.59,0.0
20200522:0110,0.0,0.0,0.0,15.27,1.38,0.0
20200522:0210,0.0,0.0,0.0,14.25,1.38,0.0
20200522:0310,0.0,0.0,0.0,13.59,1.31,0.0
20200522:0410,0.0,0.0,0.0,13.03,1.24,0.0
20200522:0510,37.57,60.1,10.07,12.83,1.17,0.0
20200522:0610,130.66,184.27,20.22,15.47,0.83,0.0
20200522:0710,296.99,385.71,30.65,19.84,0.76,0.0
20200522:0810,450.57,582.17,41.02,22.07,0.9,0.0
20200522:0910,461.42,598.63,50.8,23.63,1.38,0.0
20200522:1010,685.56,914.68,59.08,24.97,1.86,0.0
20200522:1110,653.18,874.77,64.07,26.05,1.86,0.0
20200522:1210,756.31,1035.4,63.7,26.78,1.72,0.0
20200522:1310,580.17,775.96,58.16,27.46,1.66,0.0
20200522:1410,575.44,766.23,49.62,27.79,1.72,0.0
20200522:1510,380.22,499.83,39.72,27.52,1.79,0.0
20200522:1610,155.46,213.25,29.33,27.23,1.86,0.0
20200522:1710,95.0,142.71,18.91,26.32,1.59,0.0
20200522:1810,23.21,43.79,8.82,24.99,1.66,0.0
20200522:1910,0.0,0.0,0.0,24.68,0.83,0.0
20200522:2010,0.0,0.0,0.0,23.74,0.55,0.0
20200522:2110,0.0,0.0,0.0,22.01,0.97,0.0
20200522:2210,0.0,0.0,0.0,19.99,1.45,0.0
20200522:2310,0.0,0.0,0.0,18.4,1.72,0.0
20200523:0010,0.0,0.0,0.0,17.46,1.72,0.0
20200523:0110,0.0,0.0,0.0,16.69,1.66,0.0
20200523:0210,0.0,0.0,0.0,15.97,1.59,0.0
20200523:0310,0.0,0.0,0.0,15.6,1.52,0.0
20200523:0410,0.0,0.0,0.0,15.43,1.31,0.0
20200523:0510,35.62,58.39,10.2,15.92,0.97,0.0
20200523:0610,130.12,188.06,20.34,17.94,0.62,0.0
20200523:0710,180.49,236.84,30.77,20.12,1.31,0.0
20200523:0810,156.85,206.64,41.14,20.26,3.03,0.0
20200523:0910,45.82,71.53,50.94,18.07,5.52,0.0
20200523:1010,46.5,71.53,59.24,15.13,5.52,0.0
20200523:1110,72.68,102.72,64.26,14.01,3.72,0.0
20200523:1210,87.48,120.14,63.89,13.66,2.62,0.0
20200523:1310,81.24,112.8,58.34,13.51,2.14,0.0
20200523:1410,60.39,88.04,49.77,13.47,2.0,0.0
20200523:1510,54.3,80.71,39.87,13.42,1.79,0.0
20200523:1610,28.43,48.61,29.47,13.27,2.07,0.0
20200523:1710,19.37,36.68,19.06,13.1,2.48,0.0
20200523:1810,25.39,44.65,8.98,13.17,2.76,0.0
20200523:1910,0.0,0.0,0.0,12.81,2.97,0.0
20200523:2010,0.0,0.0,0.0,12.76,2.76,0.0
20200523:2110,0.0,0.0,0.0,12.27,2.28,0.0
20200523:2210,0.0,0.0,0.0,11.72,2.0,0.0
20200523:2310,0.0,0.0,0.0,10.95,1.93,0.0
20200524:0010,0.0,0.0,0.0,10.39,2.0,0.0
20200524:0110,0.0,0.0,0.0,9.81,1.93,0.0
20200524:0210,0.0,0.0,0.0,9.27,1.79,0.0
20200524:0310,0.0,0.0,0.0,8.59,1.79,0.0
20200524:0410,0.0,0.0,0.0,8.1,1.93,0.0
20200524:0510,27.36,46.37,10.32,8.41,1.86,0.0
20200524:0610,140.55,209.57,20.45,11.53,1.79,0.0
20200524:0710,350.0,434.64,30.88,12.73,2.69,0.0
20200524:0810,539.41,657.25,41.25,14.12,3.1,0.0
20200524:0910,681.91,843.28,51.06,15.54,3.38,0.0
20200524:1010,702.61,877.19,59.39,16.94,3.79,0.0
20200524:1110,789.61,996.23,64.44,18.02,4.28,0.0
20200524:1210,808.37,1022.76,64.08,18.64,4.41,0.0
20200524:1310,751.57,944.57,58.51,19.25,4.55,0.0
20200524:1410,637.9,792.42,49.93,19.52,4.69,0.0
20200524:1510,480.73,595.47,40.01,19.46,4.76,0.0
20200524:1610,284.25,370.88,29.61,19.11,4.76,0.0
20200524:1710,88.19,152.71,19.2,18.58,4.28,0.0
20200524:1810,26.13,46.37,9.12,17.6,4.14,0.0
20200524:1910,0.0,0.0,0.0,16.36,3.79,0.0
20200524:2010,0.0,0.0,0.0,15.27,3.72,0.0
20200524:2110,0.0,0.0,0.0,14.42,3.66,0.0
20200524:2210,0.0,0.0,0.0,13.68,3.59,0.0
20200524:2310,0.0,0.0,0.0,13.05,3.59,0.0
20200525:0010,0.0,0.0,0.0,12.48,3.52,0.0
20200525:0110,0.0,0.0,0.0,11.92,3.38,0.0
20200525:0210,0.0,0.0,0.0,11.41,3.24,0.0
20200525:0310,0.0,0.0,0.0,10.91,2.97,0.0
20200525:0410,0.0,0.0,0.0,10.38,2.62,0.0
20200525:0510,27.11,46.37,10.43,10.26,2.21,0.0
20200525:0610,139.99,209.97,20.56,11.92,2.28,0.0
20200525:0710,349.57,435.48,30.98,14.11,3.38,0.0
20200525:0810,540.73,662.15,41.36,15.74,3.45,0.0
20200525:0910,686.64,855.13,51.19,17.34,3.59,0.0
20200525:1010,783.6,993.18,59.54,18.78,3.86,0.0
20200525:1110,821.94,1053.35,64.61,20.05,4.07,0.0
20200525:1210,811.86,1041.96,64.26,21.08,4.28,0.0
20200525:1310,751.62,957.57,58.67,21.81,4.48,0.0
20200525:1410,638.47,803.54,50.08,22.17,4.69,0.0
20200525:1510,474.09,595.03,40.15,22.25,4.83,0.0
20200525:1610,282.14,373.21,29.75,21.91,4.97,0.0
20200525:1710,83.73,151.54,19.34,21.17,4.41,0.0
20200525:1810,20.74,39.5,9.27,19.82,4.76,0.0
20200525:1910,0.0,0.0,0.0,18.55,4.48,0.0
20200525:2010,0.0,0.0,0.0,17.4,4.41,0.0
20200525:2110,0.0,0.0,0.0,16.54,4.28,0.0
20200525:2210,0.0,0.0,0.0,15.78,4.07,0.0
20200525:2310,0.0,0.0,0.0,15.01,3.79,0.0
20200526:0010,0.0,0.0,0.0,14.34,3.59,0.0
20200526:0110,0.0,0.0,0.0,13.67,3.45,0.0
20200526:0210,0.0,0.0,0.0,13.15,3.45,0.0
20200526:0310,0.0,0.0,0.0,12.67,3.45,0.0
20200526:0410,0.0,0.0,0.0,12.25,3.45,0.0
20200526:0510,25.52,44.65,10.54,12.29,3.38,0.0
20200526:0610,139.55,211.19,20.66,13.41,3.31,0.0
20200526:0710,351.81,439.7,31.08,15.27,3.93,0.0
20200526:0810,536.8,658.71,41.46,16.86,3.93,0.0
20200526:0910,673.26,839.32,51.3,18.45,4.0,0.0
20200526:1010,768.78,975.54,59.68,19.91,4.21,0.0
20200526:1110,811.08,1039.92,64.78,21.17,4.48,0.0
20200526:1210,794.47,1017.47,64.44,22.13,4.9,0.0
20200526:1310,739.0,940.69,58.84,22.73,5.03,0.0
20200526:1410,630.53,794.1,50.22,23.01,5.17,0.0
20200526:1510,473.34,594.88,40.28,23.01,5.31,0.0
20200526:1610,281.25,371.97,29.88,22.54,5.45,0.0
20200526:1710,87.03,154.41,19.48,21.69,4.9,0.0
20200526:1810,22.56,42.07,9.41,20.47,4.76,0.0
20200526:1910,0.0,0.0,0.0,19.24,4.55,0.0
20200526:2010,0.0,0.0,0.0,18.21,4.34,0.0
20200526:2110,0.0,0.0,0.0,17.26,4.07,0.0
20200526:2210,0.0,0.0,0.0,16.39,3.79,0.0
20200526:2310,0.0,0.0,0.0,15.54,3.52,0.0
20200527:0010,0.0,0.0,0.0,14.73,3.24,0.0
20200527:0110,0.0,0.0,0.0,13.97,3.03,0.0
20200527:0210,0.0,0.0,0.0,13.15,2.69,0.0
20200527:0310,0.0,0.0,0.0,12.16,2.34,0.0
20200527:0410,0.0,0.0,0.0,11.06,2.14,0.0
20200527:0510,25.69,44.65,10.64,10.77,1.86,0.0
20200527:0610,139.75,211.46,20.76,13.45,1.72,0.0
20200527:0710,347.75,439.53,31.18,15.47,2.07,0.0
20200527:0810,525.35,658.15,41.56,16.97,1.72,0.0
20200527:0910,653.51,843.86,51.41,18.43,1.24,0.0
20200527:1010,736.58,980.15,59.81,19.8,1.03,0.0
20200527:1110,774.73,1044.57,64.94,20.97,1.17,0.0
20200527:1210,764.24,1027.82,64.61,21.84,1.38,0.0
20200527:1310,722.88,961.28,58.99,22.54,1.59,0.0
20200527:1410,620.07,807.42,50.36,22.97,1.86,0.0
20200527:1510,470.44,604.9,40.42,23.14,2.14,0.0
20200527:1610,281.43,378.17,30.01,22.96,2.28,0.0
20200527:1710,85.03,155.01,19.61,22.5,2.21,0.0
20200527:1810,21.15,40.36,9.55,21.43,1.66,0.0
20200527:1910,0.0,0.0,0.0,19.6,2.28,0.0
20200527:2010,0.0,0.0,0.0,17.73,2.41,0.0
20200527:2110,0.0,0.0,0.0,16.15,2.34,0.0
20200527:2210,0.0,0.0,0.0,14.65,2.21,0.0
20200527:2310,0.0,0.0,0.0,13.49,2.07,0.0
20200528:0010,0.0,0.0,0.0,12.72,1.86,0.0
20200528:0110,0.0,0.0,0.0,12.32,1.72,0.0
20200528:0210,0.0,0.0,0.0,11.71,1.66,0.0
20200528:0310,0.0,0.0,0.0,11.1,1.59,0.0
20200528:0410,0.0,0.0,0.0,10.56,1.52,0.0
20200528:0510,26.29,45.51,10.74,11.2,1.31,0.0
20200528:0610,137.85,210.41,20.85,13.89,1.03,0.0
20200528:0710,340.57,436.19,31.27,17.33,1.52,0.0
20200528:0810,521.2,656.19,41.65,19.04,2.14,0.0
20200528:0910,655.85,837.8,51.52,20.56,2.62,0.0
20200528:1010,748.42,968.39,59.94,21.83,3.24,0.0
20200528:1110,792.34,1031.6,65.1,22.77,3.72,0.0
20200528:1210,782.12,1017.17,64.78,23.46,4.0,0.0
20200528:1310,725.54,935.01,59.15,23.96,4.28,0.0
20200528:1410,624.03,793.85,50.5,24.2,4.55,0.0
20200528:1510,470.49,595.79,40.55,24.15,4.9,0.0
20200528:1610,279.46,372.15,30.14,23.69,5.03,0.0
20200528:1710,87.54,155.53,19.74,22.99,4.48,0.0
20200528:1810,26.18,47.23,9.69,21.87,4.0,0.0
20200528:1910,0.0,0.0,0.0,20.5,3.79,0.0
20200528:2010,0.0,0.0,0.0,19.21,3.66,0.0
20200528:2110,0.0,0.0,0.0,18.19,3.52,0.0
20200528:2210,0.0,0.0,0.0,17.31,3.24,0.0
20200528:2310,0.0,0.0,0.0,16.39,2.97,0.0
20200529:0010,0.0,0.0,0.0,15.52,2.83,0.0
20200529:0110,0.0,0.0,0.0,14.73,2.76,0.0
20200529:0210,0.0,0.0,0.0,13.99,2.69,0.0
20200529:0310,0.0,0.0,0.0,13.34,2.69,0.0
20200529:0410,0.0,0.0,0.0,12.83,2.83,0.0
20200529:0510,30.1,50.66,10.83,12.97,2.83,0.0
20200529:0610,142.0,214.6,20.93,14.4,3.03,0.0
20200529:0710,350.97,441.06,31.35,16.44,3.93,0.0
20200529:0810,539.19,665.82,41.74,17.79,3.79,0.0
20200529:0910,679.35,853.03,51.61,19.23,3.79,0.0
20200529:1010,771.11,985.09,60.06,20.55,4.0,0.0
